OrderDate,ShipDate,ShipMode,State,Category,Sales,Profit,Discounts
2020-09-20,2020-09-25,Standard Class,North Carolina,Furniture,130.98,1.07,0.2
2020-09-20,2020-09-24,Standard Class,California,Furniture,130.98,15.81,0.2
2020-09-20,2020-09-24,Standard Class,California,Furniture,65.49,3.18,0.0
2020-09-20,2020-09-24,Standard Class,California,Furniture,130.98,88.39,0.2
2020-09-20,2020-09-24,Standard Class,California,Furniture,29.11,30.26,0.0
2020-09-20,2020-09-24,Standard Class,California,Furniture,130.98,37.98,0.0
2020-09-22,2020-09-28,Standard Class,Indiana,Furniture,43.66,16.15,0.0
2020-09-22,2020-09-28,Standard Class,Michigan,Furniture,130.98,27.43,0.0
2020-09-22,2020-09-28,Standard Class,Michigan,Furniture,37.42,16.71,0.0
2020-09-22,2020-09-24,Second Class,Ohio,Furniture,130.98,19.99,0.2
2020-09-22,2020-09-26,Standard Class,Wisconsin,Furniture,130.98,7.58,0.0
2020-09-22,2020-09-27,Standard Class,Colorado,Furniture,37.42,8.55,0.2
2020-09-22,2020-09-25,First Class,New York,Furniture,43.66,37.22,0.0
2020-09-22,2020-09-29,Standard Class,Tennessee,Furniture,32.75,5.59,0.2
2020-09-22,2020-09-28,Standard Class,Kentucky,Furniture,130.98,6.37,0.0
2020-09-22,2020-09-26,Standard Class,Florida,Furniture,130.98,5.8,0.2
2020-09-22,2020-09-26,Standard Class,Florida,Furniture,29.11,-6.0,0.7
2020-09-22,2020-09-28,Standard Class,Pennsylvania,Furniture,87.32,0.89,0.2
2020-09-22,2020-09-29,Standard Class,Pennsylvania,Furniture,52.39,5.37,0.2
2020-09-22,2020-09-29,Standard Class,Tennessee,Furniture,87.32,4.59,0.2
2020-09-23,2020-09-27,Standard Class,Washington,Furniture,87.32,-20.78,0.2
2020-09-23,2020-09-27,Standard Class,Washington,Furniture,65.49,4.46,0.2
2020-09-23,2020-09-26,Second Class,Ohio,Furniture,37.42,-9.76,0.7
2020-09-23,2020-09-26,Second Class,Ohio,Furniture,65.49,7.7,0.2
2020-09-23,2020-09-26,Second Class,Ohio,Furniture,87.32,4.03,0.2
2020-09-23,2020-09-28,Second Class,New York,Furniture,37.42,3.68,0.2
2020-09-23,2020-09-26,First Class,California,Furniture,87.32,8.69,0.0
2020-09-23,2020-09-26,First Class,California,Furniture,130.98,1.92,0.0
2020-09-23,2020-09-26,Second Class,Washington,Furniture,130.98,3.69,0.0
2020-09-23,2020-09-28,Second Class,Georgia,Furniture,87.32,81.17,0.0
2020-09-23,2020-09-28,Second Class,Georgia,Furniture,52.39,34.29,0.0
2020-09-23,2020-09-27,Standard Class,Ohio,Furniture,130.98,0.31,0.2
2020-09-23,2020-09-27,Standard Class,Ohio,Furniture,43.66,-26.64,0.2
2020-09-24,2020-09-28,Standard Class,California,Furniture,52.39,56.32,0.2
2020-09-24,2020-09-28,Standard Class,California,Furniture,52.39,143.3,0.0
2020-09-24,2020-09-26,First Class,Illinois,Furniture,37.42,-729.91,0.8
2020-09-24,2020-09-28,Standard Class,Indiana,Furniture,87.32,21.75,0.0
2020-09-24,2020-09-30,Standard Class,Oklahoma,Furniture,261.96,3.11,0.0
2020-09-24,2020-09-30,Standard Class,Oklahoma,Furniture,261.96,2.93,0.0
2020-09-24,2020-09-26,Second Class,California,Furniture,130.98,2.94,0.0
2020-09-24,2020-10-01,Standard Class,Colorado,Furniture,130.98,7.5,0.2
2020-09-24,2020-09-24,Same Day,California,Furniture,52.39,23.38,0.0
2020-09-24,2020-09-26,Second Class,California,Furniture,52.39,20.85,0.0
2020-09-24,2020-10-01,Standard Class,Ohio,Furniture,130.98,-13.32,0.3
2020-09-24,2020-10-01,Standard Class,Colorado,Furniture,29.11,-95.82,0.2
2020-09-25,2020-09-29,Standard Class,Ohio,Furniture,87.32,-82.88,0.2
2020-09-25,2020-10-01,Standard Class,California,Furniture,65.49,60.39,0.2
2020-09-25,2020-10-01,Standard Class,California,Furniture,130.98,1.67,0.0
2020-09-25,2020-10-01,Standard Class,California,Furniture,32.75,4.47,0.2
2020-09-25,2020-10-01,Standard Class,California,Furniture,87.32,161.99,0.2
2020-09-25,2020-10-01,Standard Class,California,Furniture,261.96,2.29,0.0
2020-09-25,2020-10-01,Standard Class,California,Furniture,130.98,14.8,0.0
2020-09-25,2020-10-01,Standard Class,California,Furniture,52.39,5.12,0.0
2020-09-25,2020-09-27,First Class,California,Furniture,130.98,84.29,0.15
2020-09-25,2020-09-29,Standard Class,Ohio,Furniture,130.98,-4.84,0.2
2020-09-25,2020-09-30,Standard Class,Wisconsin,Furniture,130.98,50.49,0.0
2020-09-25,2020-09-30,Standard Class,Wisconsin,Furniture,23.81,17.16,0.0
2020-09-25,2020-10-01,Standard Class,Texas,Furniture,65.49,5.18,0.2
2020-09-25,2020-09-29,Standard Class,Oregon,Furniture,29.11,22.52,0.2
2020-09-25,2020-09-29,Standard Class,Oregon,Furniture,261.96,-3.52,0.7
2020-09-25,2020-09-30,Standard Class,Arizona,Furniture,87.32,-204.45,0.5
2020-09-25,2020-09-30,Standard Class,Wisconsin,Furniture,52.39,174.98,0.0
2020-09-25,2020-09-30,Standard Class,Wisconsin,Furniture,261.96,1.03,0.0
2020-09-25,2020-10-01,Standard Class,California,Furniture,65.49,6.96,0.0
2020-09-25,2020-09-29,Standard Class,Ohio,Furniture,261.96,17.89,0.2
2020-09-26,2020-09-27,First Class,Texas,Furniture,130.98,-11.59,0.8
2020-09-26,2020-09-26,Same Day,California,Furniture,52.39,13.45,0.0
2020-09-26,2020-09-30,Standard Class,Texas,Furniture,52.39,-136.49,0.3
2020-09-26,2020-09-30,Standard Class,Texas,Furniture,130.98,-251.19,0.8
2020-09-26,2020-10-01,Standard Class,Texas,Furniture,130.98,-25.0,0.8
2020-09-26,2020-10-01,Standard Class,Florida,Furniture,87.32,-75.6,0.2
2020-09-26,2020-09-30,Standard Class,California,Furniture,130.98,6.22,0.0
2020-09-26,2020-09-26,Same Day,California,Furniture,52.39,13.46,0.0
2020-09-26,2020-09-26,Same Day,California,Furniture,87.32,3.6,0.0
2020-09-26,2020-10-01,Second Class,Iowa,Furniture,261.96,4.5,0.0
2020-09-26,2020-09-30,Standard Class,Washington,Furniture,65.49,21.0,0.0
2020-09-26,2020-09-30,Standard Class,Washington,Furniture,52.39,14.65,0.0
2020-09-26,2020-09-30,Standard Class,Washington,Furniture,43.66,66.33,0.0
2020-09-26,2020-10-01,Standard Class,California,Furniture,52.39,20.0,0.15
2020-09-26,2020-10-01,Standard Class,Illinois,Furniture,130.98,3.35,0.2
2020-09-26,2020-10-01,Standard Class,Illinois,Furniture,87.32,-96.11,0.3
2020-09-26,2020-09-26,Same Day,California,Furniture,87.32,13.89,0.0
2020-09-27,2020-09-29,Second Class,Georgia,Furniture,87.32,4.58,0.0
2020-09-27,2020-09-29,Second Class,Georgia,Furniture,87.32,8.79,0.0
2020-09-27,2020-10-03,Standard Class,Texas,Furniture,37.42,-225.1,0.32
2020-09-27,2020-10-02,Standard Class,Ohio,Furniture,87.32,-2.03,0.7
2020-09-27,2020-10-03,Standard Class,Washington,Furniture,130.98,125.2,0.2
2020-09-28,2020-10-01,First Class,Illinois,Furniture,65.49,30.98,0.2
2020-09-29,2020-10-03,Standard Class,California,Furniture,52.39,9.53,0.2
2020-09-29,2020-10-03,Standard Class,Oregon,Furniture,87.32,75.18,0.2
2020-09-29,2020-10-01,Second Class,Arizona,Furniture,65.49,1.18,0.2
2020-09-29,2020-10-03,Standard Class,Alabama,Furniture,29.11,7.78,0.0
2020-09-29,2020-10-03,Standard Class,California,Furniture,261.96,15.22,0.0
2020-09-29,2020-10-03,Standard Class,Alabama,Furniture,87.32,71.39,0.0
2020-09-29,2020-10-02,First Class,Pennsylvania,Furniture,65.49,5.18,0.2
2020-09-29,2020-10-03,Standard Class,Alabama,Furniture,87.32,30.21,0.0
2020-09-29,2020-10-01,Second Class,California,Furniture,261.96,9.11,0.0
2020-09-29,2020-09-30,First Class,Indiana,Furniture,37.42,10.63,0.0
2020-09-30,2020-10-03,First Class,Illinois,Furniture,130.98,-3.24,0.8
2020-09-30,2020-10-04,Standard Class,New York,Furniture,52.39,-26.2,0.2
2020-10-01,2020-10-02,First Class,California,Furniture,65.49,12.18,0.2
2020-10-01,2020-10-02,First Class,Indiana,Furniture,130.98,18.87,0.0
2020-10-01,2020-10-02,First Class,Indiana,Furniture,52.39,10.88,0.0
2020-10-01,2020-10-05,Standard Class,New York,Furniture,261.96,-115.71,0.4
2020-10-01,2020-10-01,Same Day,Texas,Furniture,87.32,20.87,0.2
2020-10-01,2020-10-01,Same Day,Texas,Furniture,261.96,9.57,0.2
2020-10-01,2020-10-06,Second Class,Florida,Furniture,65.49,-4.49,0.7
2020-10-01,2020-10-06,Second Class,Florida,Furniture,32.75,5.03,0.2
2020-10-02,2020-10-09,Standard Class,Indiana,Furniture,37.42,16.84,0.0
2020-10-02,2020-10-09,Standard Class,Indiana,Furniture,130.98,331.19,0.0
2020-10-02,2020-10-09,Standard Class,Indiana,Furniture,52.39,8399.98,0.0
2020-10-02,2020-10-09,Standard Class,Indiana,Furniture,130.98,9.51,0.0
2020-10-02,2020-10-03,First Class,Arizona,Furniture,43.66,-40.18,0.7
2020-10-02,2020-10-06,Standard Class,New York,Furniture,87.32,16.59,0.0
2020-10-02,2020-10-09,Standard Class,Indiana,Furniture,130.98,4.87,0.0
2020-10-03,2020-10-07,Standard Class,California,Furniture,130.98,45.98,0.0
2020-10-03,2020-10-07,Standard Class,California,Furniture,130.98,3.85,0.0
2020-10-03,2020-10-07,Standard Class,California,Furniture,65.49,102.95,0.2
2020-10-03,2020-10-06,Second Class,Texas,Furniture,130.98,5.09,0.2
2020-10-03,2020-10-07,Standard Class,Texas,Furniture,52.39,-29.51,0.6
2020-10-03,2020-10-08,Standard Class,New York,Furniture,43.66,93.22,0.1
2020-10-03,2020-10-07,Standard Class,California,Furniture,130.98,2.96,0.0
2020-10-04,2020-10-08,Standard Class,Florida,Furniture,87.32,2.6,0.2
2020-10-04,2020-10-09,Standard Class,Maryland,Furniture,130.98,-23.94,0.3
2020-10-04,2020-10-08,Standard Class,Rhode Island,Furniture,87.32,34.54,0.0
2020-10-04,2020-10-08,Standard Class,Florida,Furniture,87.32,19.76,0.2
2020-10-04,2020-10-04,Same Day,Texas,Furniture,37.42,19.42,0.2
2020-10-04,2020-10-08,Standard Class,Rhode Island,Furniture,29.11,2591.96,0.0
2020-10-04,2020-10-08,Standard Class,Rhode Island,Furniture,261.96,13.98,0.0
2020-10-06,2020-10-06,Same Day,Oklahoma,Furniture,52.39,14.43,0.0
2020-10-06,2020-10-07,First Class,Colorado,Furniture,43.66,-938.28,0.7
2020-10-06,2020-10-07,First Class,Colorado,Furniture,65.49,-14.92,0.7
2020-10-06,2020-10-07,First Class,Colorado,Furniture,65.49,-9.18,0.7
2020-10-06,2020-10-07,First Class,Colorado,Furniture,52.39,0.85,0.2
2020-10-07,2020-10-10,First Class,Pennsylvania,Furniture,130.98,1.72,0.2
2020-10-07,2020-10-11,Standard Class,Washington,Furniture,21.83,0.93,0.0
2020-10-07,2020-10-12,Standard Class,California,Furniture,130.98,5.07,0.0
2020-10-07,2020-10-13,Standard Class,California,Furniture,130.98,8.86,0.2
2020-10-07,2020-10-09,First Class,Washington,Furniture,87.32,62.82,0.2
2020-10-08,2020-10-14,Standard Class,Texas,Furniture,32.75,-32.32,0.6
2020-10-08,2020-10-08,Same Day,California,Furniture,130.98,27.88,0.0
2020-10-08,2020-10-15,Standard Class,Texas,Furniture,43.66,20.3,0.2
2020-10-08,2020-10-13,Standard Class,North Carolina,Furniture,52.39,-67.85,0.2
2020-10-09,2020-10-15,Standard Class,Ohio,Furniture,65.49,-15.58,0.4
2020-10-09,2020-10-11,Second Class,Pennsylvania,Furniture,65.49,5.98,0.2
2020-10-09,2020-10-11,Second Class,Pennsylvania,Furniture,65.49,-24.96,0.2
2020-10-09,2020-10-14,Standard Class,Arizona,Furniture,261.96,0.16,0.2
2020-10-09,2020-10-14,Standard Class,Arizona,Furniture,130.98,0.0,0.2
2020-10-10,2020-10-12,First Class,Texas,Furniture,130.98,-26.23,0.8
2020-10-10,2020-10-12,First Class,Texas,Furniture,65.49,-6.3,0.6
2020-10-10,2020-10-12,First Class,Colorado,Furniture,261.96,13.59,0.2
2020-10-10,2020-10-12,First Class,Colorado,Furniture,261.96,-3.0,0.2
2020-10-10,2020-10-12,First Class,Colorado,Furniture,87.32,-190.85,0.7
2020-10-10,2020-10-14,Standard Class,North Carolina,Furniture,87.32,-2.73,0.7
2020-10-10,2020-10-14,Standard Class,North Carolina,Furniture,130.98,-4.38,0.2
2020-10-11,2020-10-15,Standard Class,Illinois,Furniture,130.98,0.67,0.2
2020-10-11,2020-10-15,Standard Class,Illinois,Furniture,87.32,3.47,0.2
2020-10-13,2020-10-20,Standard Class,New York,Furniture,52.39,11.45,0.0
2020-10-13,2020-10-20,Standard Class,New York,Furniture,87.32,33.73,0.0
2020-10-13,2020-10-20,Standard Class,New York,Furniture,130.98,18.21,0.0
2020-10-13,2020-10-20,Standard Class,New York,Furniture,87.32,23.97,0.0
2020-10-13,2020-10-20,Standard Class,New York,Furniture,52.39,12.49,0.0
2020-10-13,2020-10-19,Standard Class,Texas,Furniture,37.42,-11.0,0.8
2020-10-13,2020-10-19,Standard Class,Texas,Furniture,261.96,1.19,0.2
2020-10-13,2020-10-19,Standard Class,Texas,Furniture,52.39,-150.41,0.6
2020-10-13,2020-10-19,Standard Class,Texas,Furniture,130.98,3.0,0.2
2020-10-13,2020-10-19,Standard Class,California,Furniture,261.96,16.66,0.0
2020-10-13,2020-10-17,Standard Class,Colorado,Furniture,87.32,4.37,0.2
2020-10-13,2020-10-17,Standard Class,Colorado,Furniture,52.39,-465.57,0.5
2020-10-13,2020-10-19,Standard Class,California,Furniture,18.71,20.7,0.0
2020-10-13,2020-10-19,Standard Class,California,Furniture,43.66,18.45,0.0
2020-10-13,2020-10-19,Standard Class,California,Furniture,87.32,26.66,0.2
2020-10-13,2020-10-19,Standard Class,California,Furniture,130.98,1.97,0.0
2020-10-13,2020-10-19,Standard Class,California,Furniture,65.49,3.46,0.0
2020-10-13,2020-10-19,Standard Class,California,Furniture,87.32,9.62,0.0
2020-10-13,2020-10-19,Standard Class,Texas,Furniture,87.32,24.0,0.2
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,261.96,14.68,0.2
2020-10-14,2020-10-19,Standard Class,Wisconsin,Furniture,52.39,544.42,0.0
2020-10-14,2020-10-18,Standard Class,New York,Furniture,130.98,54.86,0.0
2020-10-14,2020-10-18,Standard Class,New York,Furniture,37.42,272.98,0.0
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,65.49,13.13,0.2
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,261.96,5.96,0.2
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,87.32,33.72,0.2
2020-10-14,2020-10-18,Standard Class,Washington,Furniture,87.32,30.09,0.0
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,130.98,1.44,0.2
2020-10-14,2020-10-20,Standard Class,North Carolina,Furniture,261.96,10.26,0.2
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,130.98,6.22,0.0
2020-10-15,2020-10-21,Standard Class,Utah,Furniture,130.98,21.01,0.0
2020-10-15,2020-10-21,Standard Class,Utah,Furniture,29.11,28.86,0.0
2020-10-15,2020-10-21,Standard Class,Utah,Furniture,52.39,13.04,0.2
2020-10-15,2020-10-21,Standard Class,Utah,Furniture,32.75,32.94,0.0
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,37.42,9.88,0.0
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,43.66,14.44,0.0
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,87.32,251.89,0.0
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,261.96,1.38,0.0
2020-10-15,2020-10-21,Standard Class,Oklahoma,Furniture,65.49,55.94,0.0
2020-10-15,2020-10-20,Standard Class,Virginia,Furniture,37.42,116.48,0.0
2020-10-15,2020-10-20,Standard Class,Virginia,Furniture,43.66,32.6,0.0
2020-10-15,2020-10-20,Standard Class,Virginia,Furniture,87.32,14.28,0.0
2020-10-16,2020-10-20,Standard Class,New York,Furniture,261.96,-37.92,0.4
2020-10-17,2020-10-20,First Class,New Jersey,Furniture,261.96,148.51,0.0
2020-10-17,2020-10-20,First Class,New Jersey,Furniture,261.96,12.1,0.0
2020-10-17,2020-10-21,Second Class,Missouri,Furniture,37.42,751.76,0.0
2020-10-17,2020-10-21,Second Class,Missouri,Furniture,87.32,220.49,0.0
2020-10-17,2020-10-21,Standard Class,California,Furniture,130.98,21.29,0.15
2020-10-17,2020-10-20,First Class,California,Furniture,52.39,6.58,0.2
2020-10-18,2020-10-22,Standard Class,Arizona,Furniture,52.39,-34.64,0.2
2020-10-20,2020-10-25,Standard Class,California,Furniture,65.49,4.84,0.2
2020-10-20,2020-10-26,Standard Class,Virginia,Furniture,52.39,18.33,0.0
2020-10-20,2020-10-22,First Class,California,Furniture,87.32,6.03,0.2
2020-10-20,2020-10-26,Standard Class,Michigan,Furniture,37.42,1.46,0.0
2020-10-20,2020-10-26,Standard Class,Michigan,Furniture,130.98,51.83,0.0
2020-10-20,2020-10-24,Second Class,Texas,Furniture,261.96,-14.58,0.3
2020-10-20,2020-10-24,Second Class,Texas,Furniture,65.49,7.89,0.2
2020-10-20,2020-10-24,Second Class,Texas,Furniture,37.42,15.94,0.2
2020-10-20,2020-10-23,First Class,Ohio,Furniture,87.32,0.72,0.2
2020-10-20,2020-10-26,Standard Class,Michigan,Furniture,43.66,35.2,0.0
2020-10-21,2020-10-27,Standard Class,California,Furniture,87.32,5.7,0.0
2020-10-21,2020-10-25,Standard Class,Texas,Furniture,43.66,-9.28,0.2
2020-10-21,2020-10-27,Standard Class,California,Furniture,87.32,12.11,0.2
2020-10-21,2020-10-27,Standard Class,California,Furniture,130.98,5.59,0.0
2020-10-21,2020-10-26,Second Class,Nevada,Furniture,43.66,17.58,0.0
2020-10-21,2020-10-26,Standard Class,Florida,Furniture,130.98,9.68,0.2
2020-10-21,2020-10-26,Standard Class,Florida,Furniture,32.75,-21.08,0.7
2020-10-21,2020-10-24,Second Class,Tennessee,Furniture,29.11,6.98,0.2
2020-10-21,2020-10-27,Standard Class,California,Furniture,87.32,3.41,0.0
2020-10-21,2020-10-26,Second Class,Nevada,Furniture,87.32,1644.29,0.2
2020-10-21,2020-10-27,Standard Class,Ohio,Furniture,32.75,-47.03,0.4
2020-10-21,2020-10-26,Standard Class,Ohio,Furniture,130.98,-231.41,0.4
2020-10-21,2020-10-21,Same Day,Connecticut,Furniture,65.49,10.44,0.0
2020-10-21,2020-10-22,First Class,Maryland,Furniture,43.66,9.82,0.0
2020-10-21,2020-10-26,Standard Class,Delaware,Furniture,65.49,3.56,0.0
2020-10-21,2020-10-25,Standard Class,California,Furniture,87.32,1.54,0.0
2020-10-21,2020-10-27,Standard Class,California,Furniture,87.32,11.23,0.0
2020-10-21,2020-10-21,Same Day,Connecticut,Furniture,65.49,271.42,0.0
2020-10-21,2020-10-21,Same Day,Connecticut,Furniture,37.42,29.34,0.0
2020-10-21,2020-10-21,Same Day,Connecticut,Furniture,130.98,0.15,0.0
2020-10-21,2020-10-26,Second Class,Nevada,Furniture,87.32,29.44,0.0
2020-10-22,2020-10-24,First Class,Michigan,Furniture,52.39,10.05,0.0
2020-10-22,2020-10-24,First Class,Virginia,Furniture,65.49,11.18,0.0
2020-10-22,2020-10-22,Same Day,Washington,Furniture,261.96,3.21,0.0
2020-10-22,2020-10-22,Same Day,Washington,Furniture,87.32,2.25,0.0
2020-10-22,2020-10-22,Same Day,Washington,Furniture,87.32,30.58,0.0
2020-10-23,2020-10-28,Standard Class,Washington,Furniture,52.39,8.18,0.0
2020-10-23,2020-10-29,Standard Class,Illinois,Furniture,87.32,17.82,0.2
2020-10-23,2020-10-29,Standard Class,New York,Furniture,26.2,178.32,0.0
2020-10-23,2020-10-29,Standard Class,Illinois,Furniture,37.42,-12.12,0.6
2020-10-24,2020-10-28,Second Class,California,Furniture,65.49,21.0,0.0
2020-10-24,2020-10-28,Second Class,California,Furniture,130.98,21.6,0.0
2020-10-24,2020-10-31,Standard Class,Tennessee,Furniture,87.32,18.0,0.2
2020-10-24,2020-10-24,Same Day,California,Furniture,261.96,86.0,0.0
2020-10-24,2020-10-28,Standard Class,Texas,Furniture,87.32,5.44,0.2
2020-10-24,2020-10-28,Standard Class,California,Furniture,52.39,162.0,0.0
2020-10-25,2020-10-28,First Class,Florida,Furniture,52.39,78.4,0.2
2020-10-27,2020-10-31,Standard Class,New York,Furniture,37.42,12.61,0.0
2020-10-27,2020-10-31,Standard Class,New York,Furniture,18.71,80.78,0.1
2020-10-27,2020-10-31,Standard Class,California,Furniture,65.49,25.18,0.2
2020-10-27,2020-10-31,Standard Class,New York,Furniture,130.98,1.34,0.0
2020-10-27,2020-11-02,Standard Class,California,Furniture,87.32,7.82,0.2
2020-10-27,2020-11-02,Standard Class,California,Furniture,65.49,11.86,0.0
2020-10-27,2020-11-02,Standard Class,New York,Furniture,87.32,19.3,0.0
2020-10-27,2020-11-01,Second Class,Virginia,Furniture,261.96,75.65,0.0
2020-10-27,2020-10-31,Standard Class,New York,Furniture,130.98,3.28,0.2
2020-10-28,2020-10-28,Same Day,Florida,Furniture,130.98,0.0,0.2
2020-10-28,2020-10-28,Same Day,Florida,Furniture,87.32,41.26,0.2
2020-10-28,2020-11-04,Standard Class,North Carolina,Furniture,65.49,-14.09,0.7
2020-10-28,2020-11-03,Standard Class,New Jersey,Furniture,65.49,38.02,0.0
2020-10-28,2020-11-01,Second Class,New York,Furniture,87.32,5.22,0.0
2020-10-28,2020-10-28,Same Day,New York,Furniture,52.39,75.68,0.0
2020-10-28,2020-10-28,Same Day,Florida,Furniture,52.39,-29.94,0.7
2020-10-28,2020-11-02,Standard Class,Florida,Furniture,52.39,-26.73,0.7
2020-10-28,2020-10-28,Same Day,Florida,Furniture,87.32,13.79,0.2
2020-10-28,2020-11-03,Standard Class,New Jersey,Furniture,87.32,27.32,0.0
2020-10-28,2020-10-29,First Class,California,Furniture,37.42,25.48,0.0
2020-10-28,2020-11-01,Standard Class,California,Furniture,43.66,26.06,0.0
2020-10-28,2020-11-01,Standard Class,California,Furniture,87.32,22.68,0.2
2020-10-28,2020-11-03,Standard Class,New Jersey,Furniture,52.39,15.55,0.0
2020-10-28,2020-10-29,First Class,California,Furniture,87.32,17.34,0.2
2020-10-28,2020-11-03,Standard Class,New Jersey,Furniture,261.96,6.57,0.0
2020-10-28,2020-11-03,Standard Class,New Jersey,Furniture,32.75,10.82,0.0
2020-10-29,2020-11-02,Standard Class,New Jersey,Furniture,87.32,0.41,0.0
2020-10-29,2020-11-02,Standard Class,New Jersey,Furniture,87.32,3.03,0.0
2020-10-29,2020-10-31,First Class,Michigan,Furniture,52.39,32.16,0.0
2020-10-29,2020-11-01,Second Class,California,Furniture,261.96,3.82,0.2
2020-10-30,2020-11-04,Standard Class,Michigan,Furniture,130.98,3.5,0.0
2020-10-30,2020-11-03,Standard Class,New York,Furniture,87.32,10.06,0.2
2020-10-30,2020-11-03,Standard Class,New York,Furniture,52.39,32.19,0.0
2020-10-30,2020-11-04,Standard Class,California,Furniture,130.98,1.19,0.0
2020-10-31,2020-11-05,Standard Class,Oklahoma,Furniture,87.32,9.99,0.0
2020-10-31,2020-11-05,Standard Class,California,Furniture,52.39,70.2,0.2
2020-10-31,2020-11-05,Standard Class,Oklahoma,Furniture,87.32,3.47,0.0
2020-10-31,2020-11-05,Standard Class,Oklahoma,Furniture,87.32,81.17,0.0
2020-10-31,2020-11-05,Standard Class,Oklahoma,Furniture,130.98,6.15,0.0
2020-10-31,2020-11-04,Second Class,Florida,Furniture,43.66,11.22,0.2
2020-10-31,2020-11-04,Standard Class,California,Furniture,37.42,282.21,0.0
2020-10-31,2020-11-06,Standard Class,Pennsylvania,Furniture,52.39,-14.08,0.3
2020-11-01,2020-11-05,Standard Class,Virginia,Furniture,130.98,6.1,0.0
2020-11-01,2020-11-05,Standard Class,Virginia,Furniture,87.32,118.34,0.0
2020-11-01,2020-11-04,First Class,Texas,Furniture,29.11,6.98,0.2
2020-11-01,2020-11-07,Standard Class,Illinois,Furniture,87.32,17.88,0.2
2020-11-03,2020-11-08,Standard Class,California,Furniture,21.83,15.8,0.2
2020-11-03,2020-11-08,Standard Class,California,Furniture,87.32,56.98,0.0
2020-11-03,2020-11-08,Standard Class,California,Furniture,130.98,3.02,0.2
2020-11-03,2020-11-08,Standard Class,California,Furniture,87.32,9.33,0.0
2020-11-03,2020-11-05,First Class,Oregon,Furniture,87.32,-251.99,0.7
2020-11-03,2020-11-09,Standard Class,Texas,Furniture,130.98,3.35,0.2
2020-11-03,2020-11-05,First Class,Oregon,Furniture,37.42,-3.47,0.7
2020-11-03,2020-11-08,Standard Class,California,Furniture,130.98,14.3,0.0
2020-11-03,2020-11-07,Standard Class,Pennsylvania,Furniture,261.96,14.4,0.2
2020-11-03,2020-11-08,Standard Class,California,Furniture,87.32,150.98,0.0
2020-11-03,2020-11-07,Standard Class,Pennsylvania,Furniture,37.42,-13.43,0.3
2020-11-03,2020-11-08,Standard Class,California,Furniture,37.42,5.04,0.0
2020-11-03,2020-11-08,Second Class,Kentucky,Furniture,261.96,2.63,0.0
2020-11-03,2020-11-08,Second Class,Kentucky,Furniture,87.32,160.16,0.0
2020-11-03,2020-11-10,Standard Class,Iowa,Furniture,43.66,13.35,0.0
2020-11-03,2020-11-07,Standard Class,Washington,Furniture,87.32,2.38,0.0
2020-11-03,2020-11-06,First Class,California,Furniture,130.98,-29.92,0.2
2020-11-03,2020-11-06,First Class,California,Furniture,52.39,29.03,0.0
2020-11-03,2020-11-10,Standard Class,Iowa,Furniture,130.98,22.79,0.0
2020-11-03,2020-11-06,First Class,California,Furniture,65.49,429.58,0.0
2020-11-03,2020-11-08,Second Class,Kentucky,Furniture,65.49,9.6,0.0
2020-11-03,2020-11-08,Second Class,Kentucky,Furniture,87.32,2.07,0.0
2020-11-03,2020-11-08,Second Class,Kentucky,Furniture,52.39,9.16,0.0
2020-11-03,2020-11-06,First Class,California,Furniture,37.42,41.22,0.0
2020-11-04,2020-11-08,Standard Class,Texas,Furniture,65.49,-84.29,0.6
2020-11-04,2020-11-08,Standard Class,Texas,Furniture,87.32,-5.69,0.6
2020-11-04,2020-11-08,Standard Class,California,Furniture,130.98,77.22,0.2
2020-11-04,2020-11-06,Second Class,North Carolina,Furniture,130.98,-34.76,0.2
2020-11-04,2020-11-06,Second Class,North Carolina,Furniture,26.2,-292.1,0.4
2020-11-04,2020-11-06,Second Class,North Carolina,Furniture,130.98,3.96,0.2
2020-11-04,2020-11-08,Standard Class,California,Furniture,43.66,18.66,0.0
2020-11-04,2020-11-08,Standard Class,California,Furniture,261.96,1.31,0.2
2020-11-04,2020-11-08,Standard Class,California,Furniture,130.98,2.8,0.2
2020-11-04,2020-11-09,Standard Class,Florida,Furniture,43.66,8.21,0.2
2020-11-04,2020-11-06,Second Class,Oregon,Furniture,32.75,228.08,0.2
2020-11-04,2020-11-06,Second Class,Oregon,Furniture,87.32,-97.55,0.2
2020-11-04,2020-11-06,Second Class,Oregon,Furniture,87.32,16.78,0.2
2020-11-04,2020-11-06,Second Class,Oregon,Furniture,261.96,-14.41,0.2
2020-11-04,2020-11-06,Second Class,Oregon,Furniture,37.42,-4.18,0.2
2020-11-04,2020-11-04,Same Day,California,Furniture,65.49,55.91,0.0
2020-11-04,2020-11-05,First Class,California,Furniture,37.42,16.46,0.0
